Infraestructura Educativa,,,,,,,,,,
Unidad,Nombre Unidad,Zona Coplademun,Escuela,Ubicación,Director,Alumnos,Nivel,Descripción Nivel,Clase,Descripción Clase
22,Arenales Tapatíos ,7,"Preescolar ""Manuel Lopez Cotilla"" T/M y ""Juan Jose Arreola"" T/V",Radio y Niquel,,,2,Preescolar,,Desconocido
22,Arenales Tapatíos ,7,"Preescolar ""Tomas Escobedo Barba"" T/M y T/V",Cromita # 51,,,2,Preescolar,1,Público
22,Arenales Tapatíos ,7,"Primaria Federal, ""José Clemente Orozco"" T/V","Cromita Nº 113 (Cruce con P. Primavera), Tel. 31808689",Dir. Paz Guadalupe Gómez Díaz,,3,Primaria,1,Público
22,Arenales Tapatíos ,7,"Primaria Federal, “Luis Donaldo Colosio Murrieta” T/M","Cromita Nº 113 (Cruce con Mercurio), Tel. 31808689",Dir. Armando Duarte Flores,,3,Primaria,1,Público
22,Arenales Tapatíos ,7,"PRIMARIA ""28 DE NOVIEMBRE DE 1911 T/M","PASEO DE LA PRIMAVERA, TEL. 10285765

",,,3,Primaria,2,Privado
22,Arenales Tapatíos ,7,"PRIMARIA ""JUAN ESCUTIA"" T/M","MICA 36
TEL. 30443199
",,,3,Primaria,2,Privado
22,Arenales Tapatíos ,7,Primaria “Lázaro Cárdenas Del Río” T/M,"Guadalupe Nº 53, Tel. 31804019",Dir. Bertha Alicia  Suárez Robles,,3,Primaria,1,Público
22,Arenales Tapatíos ,7,Primaria “Francisco I. Madero”  T/V (USAER),"Guadalupe Nº 53, Tel. 31804019",Dir. Prof. Frausto Meza Montes,,3,Primaria,1,Público
22,Arenales Tapatíos ,7,"Primaria ""Enrique González Martínez""  T/V","Paseo de la Primavera, TEL. 10285765
",,,3,Primaria,1,Público
22,Arenales Tapatíos ,7,"Preescolar ""Francisco I. Madero"" (USAER)",Guadalupe y Mercurio,Dir. Teresita Navarro Y Uriegas,,7,Centro de Educación Especial,1,Público
23,Arroyo Hondo 1ra. Sección,2A,"Estancia Infantil ""Koala""",Plan de Guadalupe y González Gallo,Guardería y estancia infantil SEDESOL.,,1,Inicial / Guarderia,1,Público
23,Arroyo Hondo 1ra. Sección,2A,"Preescolar ""Paolo Freire""","Piedra Lunar No. 8, Tel. 38610061",,,2,Preescolar,2,Privado
23,Arroyo Hondo 1ra. Sección,2A,"Preescolar ""Gavilondo Soler Cri-Cri""",Prol.Federalismo # 2364,,,2,Preescolar,1,Público
23,Arroyo Hondo 1ra. Sección,2A,Primaria Federal “Hermenegildo Galeana” T/M,"Nicolás Bravo Nº 2, Tel. 36612036",Dir. Martha González Casares,,3,Primaria,1,Público
23,Arroyo Hondo 1ra. Sección,2A,Primaria Federal “Niño Artillero”  T/V,"NICOLAS BRAVO 2
Tel. 36728929",Dir. J. Jesús Estrada Ávila,,3,Primaria,1,Público
24,Arroyo Hondo 2da. Sección,2B,"Preescolar ""Leona Vicario"" T/M","Niño Artillero Nº 25, Tel. 31526331",Dir. Francisca Ireira Cervantes Ochoa,,2,Preescolar,1,Público
24,Arroyo Hondo 2da. Sección,2B,"Preescolar ""Juan Escutia"" T/V","Niño Artillero Nº 25, Tel. 31526331",Dir. María Guadalupe Aceves Cárdenas,,2,Preescolar,1,Público
25,Atemajac del Valle,1B,"Preescolar ""Diego Rivera"" T/M",Ramon Corona # 220,,,2,Preescolar,2,Privado
25,Atemajac del Valle,1B,"Preescolar ""Irene Robledo Garcia"" T/M y T/V",Colina Aria  # 2373,,,2,Preescolar,1,Público
25,Atemajac del Valle,1B,"Preescolar ""Colegio Colombia"" T/M",Av. Patria # 2212,,,2,Preescolar,2,Privado
25,Atemajac del Valle,1B,Preescolar,"Aquiles Serdán, entre Emiliano Zapata y Ramón Corona",,,2,Preescolar,1,Público
25,Atemajac del Valle,1B,"Preescolar ""Pablo Casals"" T/M",Ricardo Flores Magon # 52,,,2,Preescolar,1,Público
25,Atemajac del Valle,1B,"PREESCOLAR ""HERMENEGILDO GALEANA"" T/M","GALEANA 28
",,,2,Preescolar,2,Privado
25,Atemajac del Valle,1B,"Preescolar ""Centro de Desarrollo Infantil Pablo Casals"" ",,,,2,Preescolar,1,Público
25,Atemajac del Valle,1B,"Preescolar ""Federico de Aguinaga"" T/M",Federalismo Norte # 685,,,2,Preescolar,2,Privado
25,Atemajac del Valle,1B,"Preescolar ""Josefa Ortiz de Dominguez"" T/M",Reforma # 77 A,,,2,Preescolar,2,Privado
25,Atemajac del Valle,1B,"Preescolar ""Centro de Educación Leonardo da Vinci",Av. Hidalgo # 61,,,2,Preescolar,2,Privado
25,Atemajac del Valle,1B,"Preescolar ""Benito Juarez"" T/M",Morelos  # 335,,,2,Preescolar,1,Público
25,Atemajac del Valle,1B,"PRIMARIA ""CLAUDIO CORTES CASTRO""T/N","LIBERTAD
",,,3,Primaria,1,Público
25,Atemajac del Valle,1B,"PRIMARIA ""JOSE MA MORELOS Y PAVON"" T/V","LIBERTAD
TEL. 31264499
",,,3,Primaria,1,Público
25,Atemajac del Valle,1B,"PRIMARIA ""KATHERINE MARIE DREXEL"" T/M","NIÑOS HEROES 199
",,,3,Primaria,2,Privado
25,Atemajac del Valle,1B,Primaria Federal “Hilario T. Rocha” T/M,"Aquiles Serdán y Reforma, Tel. 38235116 y 38231806",Dir. Patricia Eugenia Padilla Aguirre,,3,Primaria,1,Público
25,Atemajac del Valle,1B,"PRIMARIA ""MANUEL LOPEZ COTILLA""T/M","LIBERTAD
TEL. 38543954
",,,3,Primaria,1,Público
25,Atemajac del Valle,1B,Primaria Estatal “Blanca” T/V,"Iturbide Nº 144, Tel. 38537669 y 38237817",Dir. Margarita Bocanegra Pérez,,3,Primaria,1,Público
25,Atemajac del Valle,1B,Primaria Estatal “Blanca” T/M,"Iturbide Nº 144, Tel. 38537669 y 38244619",Dir. Ernesto Efraín Ramírez Bañuelos,,3,Primaria,1,Público
25,Atemajac del Valle,1B,Primaria Estatal “Blanca” T/N,"Iturbide Nº 144, Tel. 36377822",Dir. Héctor Francisco Ocampo Figueroa,,3,Primaria,1,Público
25,Atemajac del Valle,1B,Primaria Federal “Hilario T. Rocha” T/V,"Aquiles Serdán y Reforma, Tel. 38535557",Dir. Patricia Eugenia Padilla Aguirre,,3,Primaria,1,Público
25,Atemajac del Valle,1B,"PRIMARIA ""FEDERICO DE AGUINAGA"" T/M","AVENIDA FEDERALISMO NORTE 685
",,,3,Primaria,2,Privado
25,Atemajac del Valle,1B,"SECUNDARIA ""ATEMAJAC"" T/N","HEROES 119, TEL. 38235177

",,,4,Secundaria,1,Público
25,Atemajac del Valle,1B,"SECUNDARIA ""ESCUELA SECUNDARIA TECNICA 13"" T/M","ALDAMA 401, TEL. 38248778

",,,4,Secundaria,1,Público
25,Atemajac del Valle,1B,"SECUNDARIA ""BENITO JUAREZ GARCIA"" T/M-V","MANUEL ANAYA 1300, TEL. 36721995

",,,4,Secundaria,1,Público
27,Atlas Chapalita,5A,Inexistente,,,,99,NINGUNO,99,NINGUNO
28,"Aurora, La",1B,"Preescolar ""Laura Rosales Arreola"" (T/M No. 175 y T/V No. 382)","Enrique Recio, entre Luis G. Monzon e Ing. Pastor Rouaix",,,2,Preescolar,1,Público
28,"Aurora, La",1B,"PREESCOLAR ""ROQUE GONZALEZ GARZA"" T/M","VISTA ALEGRE
",,,2,Preescolar,1,Público
28,"Aurora, La",1B,"Urbana No. 497 ""Atala Apodaca""",Luis G. Monzon y Rayón ,,,3,Primaria,1,Público
29,Aves del Paraíso,1A,Inexistente,,,,99,NINGUNO,99,NINGUNO
30,Azaleas Residencial,8,Inexistente,,,,99,NINGUNO,99,NINGUNO
31,"Bajío, El",RS,"Colegio ""Franco Mexicano""","Francisco Villa 235. Colonia El Bajío, CP 45019. Zapopan, Jalisco. México
Tel: +52 (33) 3682.2221
       +52 (33) 3682.2229
",,,2,Preescolar,2,Privado
31,"Bajío, El",RS,"PREESCOLAR ""COLEGIO PEDREGAL DE GUADALAJARA"" T/M","AVENIDA DEL BAJIO 5903, 

",,,2,Preescolar,2,Privado
31,"Bajío, El",RS,"Colegio ""ONCE México""","Av del Bajío 1134, Zapopan Jalisco.
Tel: 3682.1160 / 3682.1170",,,2,Preescolar,2,Privado
31,"Bajío, El",RS,"Colegio ""ONCE México""","Av del Bajío 1134, Zapopan Jalisco.
Tel: 3682.1160 / 3682.1170",,,3,Primaria,2,Privado
31,"Bajío, El",RS,"PRIMARIA ""COLEGIO PEDREGAL DE GUADALAJARA"" T/M","AVENIDA DEL BAJIO 5903, TEL. 31102063

",,,3,Primaria,2,Privado
31,"Bajío, El",RS,Colegio Franco Mexicano,"Francisco Villa 235. Colonia El Bajío.
CP 45019. Zapopan, Jalisco. México
Tel: +52 (33) 3682.2221
       +52 (33) 3682.2229
       +52 (33) 3682.1227
Fax:+52 (33) 3165.1106",,,3,Primaria,2,Privado
31,"Bajío, El",RS,Colegio Franco Mexicano,"Francisco Villa 235. Colonia El Bajío.
CP 45019. Zapopan, Jalisco. México
Tel: +52 (33) 3682.2221
       +52 (33) 3682.2229
       +52 (33) 3682.1227
Fax:+52 (33) 3165.1106",,,4,Secundaria,2,Privado
31,"Bajío, El",RS,"Colegio ""ONCE México""","Av del Bajío 1134, Zapopan Jalisco.
Tel: 3682.1160 / 3682.1170",,,4,Secundaria,2,Privado
31,"Bajío, El",RS,"SECUNDARIA ""SIGNOS"" T/M","AVENIDA DEL BAJIO 1620, TEL. 36159028

",,,4,Secundaria,2,Privado
31,"Bajío, El",RS,"SECUNDARIA ""COLEGIO PEDREGAL DE GUADALAJARA"" T/M","AVENIDA DEL BAJIO 5903, TEL. 31102063

",,,4,Secundaria,2,Privado
31,"Bajío, El",RS,BACHILLERATO DE LA UNIVERSIDAD CUAUHTEMOC PLANTEL GUADALAJARA,AVENIDA DEL BAJIO 5901,,,5,Educación Media,2,Privado
31,"Bajío, El",RS,Colegio Franco Mexicano,"Francisco Villa 235. Colonia El Bajío.
CP 45019. Zapopan, Jalisco. México
Tel: +52 (33) 3682.2221
       +52 (33) 3682.2229
       +52 (33) 3682.1227
Fax:+52 (33) 3165.1106",,,5,Educación Media,2,Privado
31,"Bajío, El",RS,"Bachillerato de la Universidad ""Cuauhtémoc"", Plantel Guadalajara","Del Bajío Nº 5901, Tel. 36820550",Dir. Lic. Miguel Ángel Hernández Villalobos,,5,Educación Media,2,Privado
31,"Bajío, El",RS,"Colegio ""ONCE México""","Av del Bajío 1134, Zapopan Jalisco.
Tel: 3682.1160 / 3682.1170",,,5,Educación Media,2,Privado
31,"Bajío, El",RS,Instituto Tecnológico Superior de Zapopan,"Camino Arenero Nº 1101, Tel. 31102129",Dir. Ing. Celso Gabriel Espinosa Corona,,6,Universidad,1,Público
31,"Bajío, El",RS,Universidad Cuauhtémoc,"Del Bajio Nº 5901, Tel. 36820550, 36820548 y 36820536",Rector Lic. Rogelio Martínez Briones,,6,Universidad,2,Privado
31,"Bajío, El",RS,CENTRO DE INVESTIGACIËN Y DE ESTUDIOS AVANZADOS DEL IPN,AVENIDA CIENTIFICA 1145,,,8,Otros,1,Público
31,"Bajío, El",RS,"Academia de Equitación ""a Cuadra""",Priv. Arenero 1100,,,8,Otros,2,Privado
31,"Bajío, El",RS,"Escuela de Futbol ""RM""",Del Bajio S/N,,,8,Otros,2,Privado
31,"Bajío, El",RS,"Escuela Hípica ""Jalisciense""","Paseo del Arenero 75, esq. Tte. Coronel Vicente Mendoza, Tel. 36820063",,,8,Otros,2,Privado
32,Balcones de la Cantera,2A,"Estancia Infantil ""Mi Mundo Feliz""",Diamante # 86,,,1,Inicial / Guarderia,1,Público
32,Balcones de la Cantera,2A,"Preescolar ""Ausebel""",Canal Nº 118,,,2,Preescolar,2,Privado
32,Balcones de la Cantera,2A,"Preescolar ""Adolfo López Mateos"" T/V","Estaño Nº 33 (entre Brillante y Tenintle), Tel. 38617412 y 33662063",Dir. Rosa Elena Medina Grajeda,,2,Preescolar,1,Público
32,Balcones de la Cantera,2A,"Preescolar ""Adolfo López Mateos"" T/M con USAER (Centro de Educación Especial)","Estaño Nº 33 (entre Brillante y Tenintle), Tel. 38612210 y 33662063",Dir. Alma Angelica Álvarez Dueñas,,2,Preescolar,1,Público
32,Balcones de la Cantera,2A,Primaria Estatal “Pedro Moreno” T/V,"Estaño Nº 35, Tel. 36728267",Dir. Ramón Casimiro Mendoza Núñez,,3,Primaria,1,Público
32,Balcones de la Cantera,2A,Primaria Estatal “Matilde Loera Gómez” T/M,"Estaño Nº 35, Tel. 33664875",Dir. Alejandro García Vega,,3,Primaria,1,Público
32,Balcones de la Cantera,2A,"Preescolar ""Adolfo López Mateos"" T/M con USAER (Centro de Educación Especial)","Estaño Nº 33, (entre Brillante y Tenontle), Tel. 38512210 y 33662063",Dir. Mercedes Gabriela Villalobos Mercado,,7,Centro de Educación Especial,1,Público
34,Balcones del Sol (ó Balcones del Colli),7,"Preescolar ""Guillermo Chávez Vega"" T/M","Galeana No. 525, esq. Lima Tel. 10 26 50 91",Elba Leticia Hernández Arías,,2,Preescolar,,Desconocido
34,Balcones del Sol (ó Balcones del Colli),7,"Preescolar ""Guillermo Chávez Vega"" T/V","Galeana No. 525, esq. Lima Tel. 10 26 50 91",Elba Leticia Hernández Arias,110,2,Preescolar,,Desconocido
34,Balcones del Sol (ó Balcones del Colli),7,"Primaria Estatal ""José Antonio Escobedo""","Gredina y Toronja Tel.. 31264384 y 10050410
",Dir. Juan Escobedo Martínez Leal,,3,Primaria,1,Público
34,Balcones del Sol (ó Balcones del Colli),7,"Primaria Estatal ""Gabriela Mistral"" T/V","Gredina y Toronja, Tel. 31264384",Rafael Toscano Castillo,,3,Primaria,1,Público
35,Base Áerea Militar No. 5,4,"Preescolar ""Ramón Corona""","AVENIDA RAMON CORONA, Campo Militar Nº 15  A,  Tel. 33665159",Dir. Beatriz Orozco Gutiérrez,,2,Preescolar,1,Público
35,Base Áerea Militar No. 5,4,Preescolar Jardin de Niños Nº 78,"Int. Residencial de la Base Aérea M 5, Tel. 36241907",Dir. Mónica Garza,,2,Preescolar,1,Público
35,Base Áerea Militar No. 5,4,Primaria Estatal “Luís Ocejo Escoto” T/M,"Base Aérea Nº 5, Tel. 36241314 y 38240975",Dir. Ana Rosa Hernández Macías,,3,Primaria,1,Público
35,Base Áerea Militar No. 5,4,Primaria Estatal “Luís Ocejo Escoto” T/V,"Base Aérea Nº 5, Tel. 33641552 y 38240975",Dir. Emilio Ramírez Ahumada,,3,Primaria,1,Público
36,"Batán, El",1B,"Preescolar ""Diego Rivera""",Colonias 511,,,2,Preescolar,2,Privado
36,"Batán, El",1B,"Preescolar ""Nunutzi""",Álvaro Obregón,Dir. Aurelia Hernández Lara,,2,Preescolar,1,Público
36,"Batán, El",1B,"Preescolar ""Emiliano Zapata""","Las Flores Nº 15, Tel. 31124213",Dir. Rosa Haideè Rivera Acosta,,2,Preescolar,1,Público
36,"Batán, El",1B,Primaria “Juventina Gutiérrez”  T/V,"Andador Agua Azul Nº 36, Tel. 36602134",Dir. Ma. Del Refugio Moreno Trillo,,3,Primaria,1,Público
36,"Batán, El",1B,Primaria Estatal “21 de Marzo” T/V,"Josefina Ortiz de Domínguez Nº 330, Tel. 36330156, 36336077 y 33666934
",Dir. Roberto Navarro Hernández,,3,Primaria,1,Público
36,"Batán, El",1B,Primaria Estatal “21 de Marzo” T/M,"Josefina Ortiz de Domínguez Nº 330, Tel. 36727293 y 36244584",Dir. Oscar Rodolfo Torres Castro,,3,Primaria,1,Público
36,"Batán, El",1B,Primaria Estatal “Jaime Torres Bodet” T/N,"Josefina Ortíz de Domínguez Nº 330, Tel. 36244584",Dir. Humberto Sida Carrillo,,3,Primaria,1,Público
36,"Batán, El",1B,Primaria Federal “Justo Sierra” T/V,"José Palomar Nº 54, Tel. 3311345951",Dir. Enc. Víctor Naucamendi,,3,Primaria,1,Público
36,"Batán, El",1B,Primaria Federal ”Luís Pérez Verdia” T/M,"José Palomar Nº 54, Tel. 3311345951",Dir. Irma Espitia,,3,Primaria,1,Público
36,"Batán, El",1B,Primaria Estatal “Benito Juárez” T/M,"Agua Azul Nº 36, Tel. 31125785 y 36607595",Dir. Matías Contreras Alvarado,,3,Primaria,1,Público
38,Benito Juárez,2B,"Preescolar ""Tomás Escobedo Barba""",Priv. Jesús Martínez,Dir. Hildegard Ruth Yolanda Wetzel Escobar,,2,Preescolar,1,Público
38,Benito Juárez,2B,"Preescolar ""Obreros de la Experiencia""","Teresa Campirano Nº 46, Tel. 36606554",Dir. Martha Silvia Ortega Rizo,,2,Preescolar,1,Público
38,Benito Juárez,2B,"PRIMARIA ""ARTICULO 3RO DE LA CONSTITUCION"" T/M y T/V","ZAPOTLAN 1777
TEL.36608869 (T/M)
TEL. 36608681 (T/V)

",,,3,Primaria,1,Público
38,Benito Juárez,2B,"Primaria Federal ""Adolfo López Mateos"" T/V","María Teresa Campirano Nº 1, Tel. 38612893",Dir. Hilda Guadalupe Balcazar Barajas,,3,Primaria,1,Público
38,Benito Juárez,2B,"Primaria Federal ""Ma. Teresa Campirano Palencia""  T/M","María Teresa Campirano Nº 1, Tel. 36609092",Dir. Margarita Vega Navarro,,3,Primaria,1,Público
38,Benito Juárez,2B,"PRIMARIA ""TIERRA Y LIBERTAD"" T/M y T/V","GUADALUPE VICTORIA 402
TEL. 33663971
",,,3,Primaria,1,Público
39,Benito Juárez Auditorio,2A,"Preescolar ""Benito Juárez""",Juárez Nº 17,Dir. Teresita Galván Dávila,,2,Preescolar,1,Público
39,Benito Juárez Auditorio,2A,Primaria Federal “Emiliano Zapata” T/V,Av. Las Torres y Priv. Fco. Villa,,,3,Primaria,,Desconocido
40,"Borrego, El",5-A,Preperatoria UNIVA,Privada Pintores y Guadalupe,,,5,Educación Media,2,Privado
40,"Borrego, El",5-A,"Esccuela de Yoga ""Iyari"" ","M. J. Cloutlier N° 911, telefóno 31256090",,,8,Otros,2,Privado
41,"Bóvedas, Las",4,"Preescolar "" Aurelia Ladrón de Guevera"" T/M y T/V","SAN PEDRO 3181 TEL. 36364929

",,,2,Preescolar,1,Público
41,"Bóvedas, Las",4,"Preescolar ""Miguel Hidalgo"" T/V ",,,,2,Preescolar,,Desconocido
41,"Bóvedas, Las",4,"Primaria "" Benito Juarez "" T/M","San Isidro 3250, tel. 13778165
",,,3,Primaria,1,Público
41,"Bóvedas, Las",4,"PRIMARIA ""AGUSTIN YAÑEZ"" T/V","SAN ISIDRO 3250, TEL. 36338486

",,,3,Primaria,1,Público
41,"Bóvedas, Las",4,"Secundária Mixta No. 42 ""Luis Donaldo Colosio Murrieta """,Av. Acueducto y Jesús ,,,4,Secundaria,1,Público
43,Bosques de Zapopan,3,"Primaria ""Jarales""",Ángel Leaño y av. Tesitán,,,3,Primaria,2,Privado
43,Bosques de Zapopan,3,"Secundaria ""Jarales""",Ángel Leaño y Av. Tesitán,,,4,Secundaria,2,Privado
44,Bosques del Centinela Ejidal,1B,"Preescolar ""Francisco Gabilondo Soler"" T/M","Camino a la Sierra S/N, Tel. 38369180",Dir. Ma. De Lourdes Gallardo Rodríguez,107,2,Preescolar,1,Público
44,Bosques del Centinela Ejidal,1B,"Preescolar  ""Francisco Gabilondo Soler"" T/V","Camino a la Sierra S/N, Tel. 38369180",Dir. María de Lourdes Gallardo Rodríguez,100,2,Preescolar,1,Público
44,Bosques del Centinela Ejidal,1B,"PRIMARIA"" AURELIO ORTEGA"" T/M","PASEOS DE LOS BOSQUES
",,,3,Primaria,1,Público
44,Bosques del Centinela Ejidal,1B,"PRIMARIA ""ROBERTO MONTENEGRO NERVO"" T/V","PASEO DE LOS BOSQUES
",,,3,Primaria,1,Público
45,Brisas de la Primavera,7,Inexistente,,,,,Desconocido,,Desconocido
46,"Briseño, El",8,"""Guadalupe Palafox""",López Portillo y Las Torres,,,2,Preescolar,1,Público
46,"Briseño, El",8,"Preescolar ""Guadalajara"" T/V","Periférico Nº 21, ",Dir. Elvia Martínez Olvera,,2,Preescolar,,Desconocido
46,"Briseño, El",8,"PREESCOLAR ""MARIA BERTILA"" T/M","LOPEZ PORTILLO 37
",,,2,Preescolar,2,Privado
46,"Briseño, El",8,"Preescolar ""Guadalajara"" T/M","Periférico Nº 21, ",Dir. Estela Martínez Montes,137,2,Preescolar,,Desconocido
46,"Briseño, El",8,"""Patria""",López Portillo y Tlalpan,,,3,Primaria,1,Público
46,"Briseño, El",8,"Primaria Estatal ""Primitivo Tolentino"" T/V","5 de Mayo Nº 35, Tel. 31884481",Dir. María Olga Arellano Castañeda,,3,Primaria,1,Público
46,"Briseño, El",8,"Primaria Estatal ""Primitivo Tolentino"" T/M","5 de Mayo Nº 35, Tel. 31886302",Dir. Isela Peredo Rodríguez,,3,Primaria,1,Público
46,"Briseño, El",8,NOMBRE EN TRAMITE   T/M   CLAVE: 14EES0096V,"TLALPAN
",,,4,Secundaria,1,Público
46,"Briseño, El",8,Preparatoria Nº 9,"Mateo del Regil y Tlalpan S/N, Tel. 36844302",Dir. Lic. Carlos Peña Razo,,5,Educación Media,1,Público
47,Bugambilias,8,Kinder Guzymard S.C. ,Cicuito Flores Oriente # 2073,,,2,Preescolar,,Desconocido
47,Bugambilias,8,Kinder Trigo y Miel,Circuito Flores Oriente # 2109,,,2,Preescolar,,Desconocido
47,Bugambilias,8,"Preescolar ""Leonardo da Vinci"" T/M",Circuito de las flores norte # 2304,,,2,Preescolar,2,Privado
47,Bugambilias,8,"PREESCOLAR ""PIEDRA ANGULAR"" T/M",PASEO DEL IRIS 45,,,2,Preescolar,2,Privado
47,Bugambilias,8,"PRIMARIA ""PIEDRA ANGULAR"" T/M","PASEO DEL IRIS 45, TEL. 36873697

",,,3,Primaria,2,Privado
47,Bugambilias,8,"PRIMARIA ""GUZYMARD"" T/M","CIRCUITO DE LAS FLORES ORIENTE 2073
TEL. 36120303
",,,3,Primaria,2,Privado
47,Bugambilias,8,Primaria “Instituto Alpes” T/M,"Circuito de las Flores Norte Nº 2137, Tel. 36843210 y 36315682",Dir. Laura Hellman,,3,Primaria,2,Privado
47,Bugambilias,8,Primaria “Instituto Cumbres” T/M,Circuito de las Flores No. 2137 Tel. 36843460 y 31229754,Dir. Ma. Eugenia Dorazco Medrano,,3,Primaria,2,Privado
47,Bugambilias,8,Secundaría “Instituto Alpes” T/M,"Circuito de las Flores Norte  Nº 2137, Tel. 36843210",Dir. Miss María Ivón Cordova,,4,Secundaria,2,Privado
47,Bugambilias,8,Secundaría  “Instituto Cumbres”  T/M,"Circuito de las Flores Nº 2137, Tel. 36843466",Dir. Lic. Kevin Egan Bedford,,4,Secundaria,2,Privado
47,Bugambilias,8,"Educación Media ""Instituto Cumbres de Guadalajara"" T/M","Circuito de las Flores Nº 2137, Tel. 36843469",Dir. Javier Gómez Suárez,,5,Educación Media,2,Privado
47,Bugambilias,8,"Pedagogía ""Escuela y Familia""",Remanso Laureles Nº 2100-A,,,8,Otros,,Desconocido
48,"Cabañitas, Las",1B,"Preescolar ""Guillermo Prieto"" T/V","Calle Rocío Nº 2474, Tel. 3311954086",Dir. Marina Díaz González,87,2,Preescolar,1,Público
48,"Cabañitas, Las",1B,"Preescolar ""Guillermo Prieto"" T/M","Calle Rocío Nº 2474, Tel. 36637579",Dir. Dolores Liceo Topete Cooley,138,2,Preescolar,1,Público
48,"Cabañitas, Las",1B,"PRIMARIA ""LUIS DONALDO COLOSIO MURRIETA"" T/M y T/V","AVENIDA DEL VERGEL, TEL. 38612272

",,,3,Primaria,1,Público
49,"Cajetes, Los",8,"Preescolar  ""José Parres Arias"" T/M","Av. Las Rosas Nº 2396, Tel. 31887064",Dir. Adriana Alemán Cabello,126,2,Preescolar,1,Público
49,"Cajetes, Los",8,Primaria Estatal “Idolina Gaona de Cosio Vidaurri” T/M,"Ing. Gómez Nº 2531, Tel. 12049640",Dir. Margarito Contreras,396,3,Primaria,1,Público
49,"Cajetes, Los",8,Primaria Estatal “Idolina Gaona de Cosio Vidaurri” T/V,"Ing. Gómez Nº 2531, Tel. 12049641",Dir. Elvia Patricia Cárdenas Rodríguez,372,3,Primaria,1,Público
49,"Cajetes, Los",8,Escuela de Computación,Av. de las Rosas No. 2516 y San Carlos,,,8,Otros,2,Privado
50,Callejón del Parque,5B,Inexistente,,,,99,NINGUNO,99,NINGUNO
51,"Calma, La",6,"Guardería Particular ""Centro de Educación Integral""","La Calma Nº 3111, Tel. 36342279",Dir. Yugrid Yrais Corral Iñiguez.,,1,Inicial / Guarderia,2,Privado
51,"Calma, La",6,"Guardería del IMSS, Desarrollo Infantil ""Juan Bosco, S.A. de C.V."" (Pablo Vila)","Av. López Mateos Sur Nº 385-A (entre Avenida Conchitas Y Pléyades), Tel 35634393",Dir. Lic. Salvador Pérez López.,,1,Inicial / Guarderia,1,Público
51,"Calma, La",6,"Guardería Particular "" Estefanía Castañeda""","Sagitario Nº 5029, Tel. 36347905",Dir. Lourdes Abbadie Asma.,,1,Inicial / Guarderia,2,Privado
51,"Calma, La",6,"PREESCOLAR ""CUAUHTEMOC"" T/M","CRUZ DEL SUR 4451
",,,2,Preescolar,2,Privado
51,"Calma, La",6,Preescolar Estefanía Castañeda,"Sagitario Nº 5029, Tel. 36347905",Dir. Lourdes Abadie Assam,,2,Preescolar,2,Privado
51,"Calma, La",6,"PREESCOLAR ""VYGOTSKI"" T/M","ORION 3320
",,,2,Preescolar,2,Privado
51,"Calma, La",6,"PREESCOLAR ""AQUETZALLI"" T/M","PEGASO 3279
",,,2,Preescolar,2,Privado
51,"Calma, La",6,"PREESCOLAR ""MONTESSORI LA CALMA"" T/M","PEGASO 3349
",,,2,Preescolar,2,Privado
